Model,No_Of_VMs,Prompt,Token_Length,Response_Time_ms,Throughput_tok_s,VM1_metrics
bigscience/bloomz-560m,1,What is the capital of Cabo Verde?,8,2084.48,6.237,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.383,""count"":58,""max"":100.0,""min"":99.0},""flow_recv_mb"":{""avg"":0.001,""count"":58,""max"":0.0369415283203125,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":58,""max"":0.04027557373046875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.579,""count"":58,""max"":11.892315925709008,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":58,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":58,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":53.253,""count"":58,""max"":145.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":58,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":58,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":58,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Cambodia?,7,1995.47,6.014,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.145,""count"":55,""max"":99.4,""min"":98.8},""flow_recv_mb"":{""avg"":0.001,""count"":55,""max"":0.03303337097167969,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":55,""max"":0.04091072082519531,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.717,""count"":55,""max"":11.23150609042849,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":55,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":55,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":63.24,""count"":55,""max"":235.8,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":55,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":55,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":55,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Cameroon?,7,1678.95,6.552,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.463,""count"":49,""max"":99.7,""min"":99.1},""flow_recv_mb"":{""avg"":0.001,""count"":49,""max"":0.029997825622558594,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":49,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.454,""count"":49,""max"":30.071119156660465,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":49,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":49,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":60.198,""count"":49,""max"":172.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":49,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":49,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":49,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Canada?,7,1120.91,8.029,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.283,""count"":29,""max"":100.0,""min"":99.1},""flow_recv_mb"":{""avg"":0.002,""count"":29,""max"":0.032958030700683594,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":29,""max"":0.036292076110839844,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.488,""count"":29,""max"":7.765236413738594,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":29,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":29,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":52.9,""count"":29,""max"":123.7,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":29,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":29,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":29,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Central African Republic?,9,1254.47,8.769,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.603,""count"":37,""max"":99.4,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":37,""max"":0.037200927734375,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":37,""max"":0.03907012939453125,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.759,""count"":37,""max"":31.520364279126586,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":37,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":37,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":66.308,""count"":37,""max"":233.3,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":37,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":37,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":37,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Chad?,7,1126.37,7.99,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":95.83,""count"":30,""max"":99.3,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":30,""max"":0.028779983520507812,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":30,""max"":0.029352188110351562,""min"":0.0},""flow_throughput_mbps"":{""avg"":2.386,""count"":30,""max"":61.77234021902087,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":30,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":30,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":72.493,""count"":30,""max"":294.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":30,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Chile?,7,1814.94,6.061,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.727,""count"":41,""max"":99.4,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":41,""max"":0.03213214874267578,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":41,""max"":0.03489398956298828,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.828,""count"":41,""max"":20.974914747663053,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":41,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":41,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":52.646,""count"":41,""max"":281.8,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":41,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":41,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":41,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of China?,7,1080.98,8.326,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.391,""count"":35,""max"":99.7,""min"":99.1},""flow_recv_mb"":{""avg"":0.002,""count"":35,""max"":0.029132843017578125,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":35,""max"":0.05507659912109375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.897,""count"":35,""max"":12.029793279473738,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":35,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":35,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":65.471,""count"":35,""max"":215.2,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":35,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":35,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":35,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Colombia?,7,1082.98,8.31,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.254,""count"":37,""max"":99.4,""min"":99.0},""flow_recv_mb"":{""avg"":0.002,""count"":37,""max"":0.03290843963623047,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":37,""max"":0.036437034606933594,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.97,""count"":37,""max"":14.32987970779667,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":37,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4120.0,""count"":37,""max"":4120,""min"":4120},""petals_cpu_percent"":{""avg"":68.357,""count"":37,""max"":283.3,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":37,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":37,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":37,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Comoros?,8,1454.84,7.561,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.303,""count"":30,""max"":99.5,""min"":99.0},""flow_recv_mb"":{""avg"":0.001,""count"":30,""max"":0.03316688537597656,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":30,""max"":0.03450965881347656,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.657,""count"":30,""max"":42.674588918025734,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":30,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4121.067,""count"":30,""max"":4124,""min"":4120},""petals_cpu_percent"":{""avg"":57.07,""count"":30,""max"":187.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":30,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Congo (Republic of the)?,11,1380.55,9.417,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.893,""count"":43,""max"":99.4,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":43,""max"":0.046001434326171875,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":43,""max"":0.04680633544921875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.743,""count"":43,""max"":14.683138200962274,""min"":0.0},""memory_percent"":{""avg"":52.2,""count"":43,""max"":52.2,""min"":52.2},""memory_used_mb"":{""avg"":4124.0,""count"":43,""max"":4124,""min"":4124},""petals_cpu_percent"":{""avg"":60.616,""count"":43,""max"":333.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":43,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":43,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":43,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Congo (Democratic Republic of the)?,13,1551.7,9.667,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.797,""count"":40,""max"":99.5,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":40,""max"":0.052825927734375,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":40,""max"":0.054500579833984375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.789,""count"":40,""max"":19.153732265195053,""min"":0.0},""memory_percent"":{""avg"":52.285,""count"":40,""max"":52.3,""min"":52.2},""memory_used_mb"":{""avg"":4128.125,""count"":40,""max"":4130,""min"":4124},""petals_cpu_percent"":{""avg"":60.478,""count"":40,""max"":456.1,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":40,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":40,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":40,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Costa Rica?,8,1456.99,7.55,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.273,""count"":41,""max"":99.5,""min"":99.0},""flow_recv_mb"":{""avg"":0.001,""count"":41,""max"":0.02550029754638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":41,""max"":0.04783821105957031,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.605,""count"":41,""max"":8.19922009063618,""min"":0.0},""memory_percent"":{""avg"":52.332,""count"":41,""max"":52.4,""min"":52.3},""memory_used_mb"":{""avg"":4131.073,""count"":41,""max"":4133,""min"":4130},""petals_cpu_percent"":{""avg"":61.485,""count"":41,""max"":148.8,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":41,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":41,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":41,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Côte d'Ivoire?,8,1458.58,7.542,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":97.053,""count"":40,""max"":99.8,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":40,""max"":0.03694343566894531,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":40,""max"":0.03950691223144531,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.137,""count"":40,""max"":17.84352250358548,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":40,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4133.05,""count"":40,""max"":4134,""min"":4133},""petals_cpu_percent"":{""avg"":56.18,""count"":40,""max"":217.8,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":40,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":40,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":40,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Croatia?,7,1187.64,7.578,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.428,""count"":32,""max"":100.0,""min"":99.3},""flow_recv_mb"":{""avg"":0.002,""count"":32,""max"":0.0327606201171875,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":32,""max"":0.036220550537109375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.989,""count"":32,""max"":14.075130340671322,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":32,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.0,""count"":32,""max"":4134,""min"":4134},""petals_cpu_percent"":{""avg"":53.862,""count"":32,""max"":147.0,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":32,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":32,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":32,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Cuba?,7,1156.1,7.785,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.254,""count"":24,""max"":99.5,""min"":99.1},""flow_recv_mb"":{""avg"":0.001,""count"":24,""max"":0.013779640197753906,""min"":0.0},""flow_sent_mb"":{""avg"":0.001,""count"":24,""max"":0.013779640197753906,""min"":0.0},""flow_throughput_mbps"":{""avg"":7.513,""count"":24,""max"":177.72286948973607,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":24,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.0,""count"":24,""max"":4134,""min"":4134},""petals_cpu_percent"":{""avg"":53.496,""count"":24,""max"":145.6,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":24,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":24,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":24,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Cyprus?,7,1144.79,7.862,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.106,""count"":32,""max"":99.5,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":32,""max"":0.029890060424804688,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":32,""max"":0.056438446044921875,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.102,""count"":32,""max"":24.689155409140863,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":32,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.0,""count"":32,""max"":4134,""min"":4134},""petals_cpu_percent"":{""avg"":64.759,""count"":32,""max"":539.4,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":32,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":32,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":32,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Czechia?,8,1154.46,8.662,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.168,""count"":37,""max"":100.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.003,""count"":37,""max"":0.035643577575683594,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":37,""max"":0.03847789764404297,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.226,""count"":37,""max"":22.51135153435938,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":37,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.0,""count"":37,""max"":4134,""min"":4134},""petals_cpu_percent"":{""avg"":56.549,""count"":37,""max"":134.9,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":37,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":37,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":37,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Denmark?,7,1198.0,7.512,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.281,""count"":21,""max"":99.4,""min"":99.2},""flow_recv_mb"":{""avg"":0.002,""count"":21,""max"":0.019151687622070312,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":21,""max"":0.019151687622070312,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.618,""count"":21,""max"":7.0030461481797115,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":21,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.0,""count"":21,""max"":4134,""min"":4134},""petals_cpu_percent"":{""avg"":55.69,""count"":21,""max"":111.9,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":21,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":21,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":21,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Djibouti?,7,1402.6,7.13,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.37,""count"":44,""max"":100.0,""min"":99.1},""flow_recv_mb"":{""avg"":0.002,""count"":44,""max"":0.031876564025878906,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":44,""max"":0.033562660217285156,""min"":0.0},""flow_throughput_mbps"":{""avg"":6.698,""count"":44,""max"":257.8139091798561,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":44,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.023,""count"":44,""max"":4135,""min"":4134},""petals_cpu_percent"":{""avg"":48.711,""count"":44,""max"":150.3,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":44,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":44,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":44,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Dominica?,7,1499.47,6.669,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.415,""count"":34,""max"":99.6,""min"":0.0},""flow_recv_mb"":{""avg"":3.416,""count"":34,""max"":116.08299446105957,""min"":0.0},""flow_sent_mb"":{""avg"":3.417,""count"":34,""max"":116.08299446105957,""min"":0.0},""flow_throughput_mbps"":{""avg"":5994.771,""count"":34,""max"":203761.9930805829,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":34,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4134.971,""count"":34,""max"":4135,""min"":4134},""petals_cpu_percent"":{""avg"":79.55,""count"":34,""max"":449.2,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":34,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":34,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":34,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,What is the capital of Dominican Republic?,8,1735.39,6.915,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.235,""count"":49,""max"":100.0,""min"":99.0},""flow_recv_mb"":{""avg"":0.001,""count"":49,""max"":0.03543567657470703,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":49,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.991,""count"":49,""max"":29.95280846285094,""min"":0.0},""memory_percent"":{""avg"":52.4,""count"":49,""max"":52.4,""min"":52.4},""memory_used_mb"":{""avg"":4135.0,""count"":49,""max"":4135,""min"":4135},""petals_cpu_percent"":{""avg"":66.553,""count"":49,""max"":376.0,""min"":0.0},""petals_mem_mb"":{""avg"":10525.0,""count"":49,""max"":10525,""min"":10525},""petals_proc_count"":{""avg"":10.0,""count"":49,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":49,""max"":179,""min"":179}}}"
